2026-07-04 23:45:36 | INFO | automated_data_quality_monitoring.validation | Logging validation message.
2026-02-05 00:07:33 | INFO | automated_data_quality_monitoring.checks.anomaly_checks | No historical profile means available for dataset orders.
2026-02-05 00:07:33 | INFO | automated_data_quality_monitoring.__main__ | Completed 16 rule check(s) and 6 statistical check(s) for table: orders
2026-02-05 00:07:33 | INFO | automated_data_quality_monitoring.__main__ | Running checks for table: products
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.data_sources.postgres_connector | Creating PostgreSQL engine for host=localhost database=data_quality_db driver=postgresql+psycopg2.
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.data_sources.postgres_connector | Loaded table products with 5 row(s).
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.data_sources.postgres_connector | Creating PostgreSQL engine for host=localhost database=data_quality_db driver=postgresql+psycopg2.
2026-02-05 00:07:33 | INFO | automated_data_quality_monitoring.checks.anomaly_checks | No historical profile means available for dataset products.
2026-02-05 00:07:33 | INFO | automated_data_quality_monitoring.__main__ | Completed 14 rule check(s) and 6 statistical check(s) for table: products
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'required_column_check', 'column': 'customer_id', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'required_column_check', 'column': 'name', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'required_column_check', 'column': 'email', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'required_column_check', 'column': 'created_at', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'not_null_check', 'column': 'customer_id', 'rule': 'not_null', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'not_null_check', 'column': 'name', 'rule': 'not_null', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'not_null_check', 'column': 'email', 'rule': 'not_null', 'total_rows': 3, 'failed_rows': 1, 'failure_rate': 0.3333, 'status': 'FAIL', 'severity': 'CRITICAL', 'details': [{'dataset_name': 'customers', 'check_type': 'not_null_check', 'column_name': 'email', 'row_identifier': 'customer_id=2', 'bad_value': 'NULL', 'reason': 'email must not be null.', 'sample_row': "{'customer_id': '2', 'name': 'Sara', 'email': 'NULL', 'phone': '55555', 'country': 'Germany', 'created_at': '2026-07-04 19:46:20.331446'}"}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'not_null_check', 'column': 'created_at', 'rule': 'not_null', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'unique_check', 'column': 'customer_id', 'rule': 'unique', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'unique_check', 'column': 'email', 'rule': 'unique', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'format_check', 'column': 'email', 'rule': 'email', 'total_rows': 3, 'failed_rows': 1, 'failure_rate': 0.3333, 'status': 'FAIL', 'severity': 'MEDIUM', 'details': [{'dataset_name': 'customers', 'check_type': 'format_check', 'column_name': 'email', 'row_identifier': 'customer_id=3', 'bad_value': 'wrong-email', 'reason': 'email must match format: email.', 'sample_row': "{'customer_id': '3', 'name': 'John', 'email': 'wrong-email', 'phone': '99999', 'country': 'USA', 'created_at': '2026-07-04 19:46:20.331446'}"}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'format_check', 'column': 'name', 'rule': 'alpha_with_spaces', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'range_check', 'column': 'name', 'rule': "{'min_length': 2, 'max_length': 100}", 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'freshness_check', 'column': 'created_at', 'rule': 'max_delay_days:7', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'custom_email_domain_check', 'column': 'email', 'rule': "allowed_domains:['gmail.com', 'yahoo.com', 'outlook.com', 'company.com']", 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'z_score_anomaly_check', 'column': 'customer_id', 'rule': 'abs_z_score_gt:3.0', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'customers', 'check_type': 'data_drift_check', 'column': 'customer_id', 'rule': 'mean_change_percent_gt:20.0', 'total_rows': 3, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'SKIPPED', 'severity': 'LOW', 'details': [{'dataset_name': 'customers', 'check_type': 'data_drift_check', 'column_name': 'customer_id', 'row_identifier': 'table_level', 'bad_value': 'NULL', 'reason': 'No historical mean found for this column.', 'sample_row': '{}'}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'required_column_check', 'column': 'order_id', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'required_column_check', 'column': 'customer_id', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'required_column_check', 'column': 'order_date', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'required_column_check', 'column': 'amount', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'required_column_check', 'column': 'status', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'not_null_check', 'column': 'order_id', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'not_null_check', 'column': 'customer_id', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'not_null_check', 'column': 'order_date', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'not_null_check', 'column': 'amount', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'not_null_check', 'column': 'status', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'unique_check', 'column': 'order_id', 'rule': 'unique', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'range_check', 'column': 'amount', 'rule': "{'min': 0, 'max': 1000000}", 'total_rows': 5, 'failed_rows': 1, 'failure_rate': 0.2, 'status': 'FAIL', 'severity': 'MEDIUM', 'details': [{'dataset_name': 'orders', 'check_type': 'range_check', 'column_name': 'amount', 'row_identifier': 'order_id=5', 'bad_value': '-20.0', 'reason': 'amount failed range rule: value must be numeric, minimum value must be 0, maximum value must be 1000000.', 'sample_row': "{'order_id': '5', 'customer_id': '1', 'order_date': '2026-07-04 21:53:07.299981', 'amount': '-20.0', 'status': 'unknown_status'}"}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'range_check', 'column': 'order_date', 'rule': "{'max_date': 'today'}", 'total_rows': 5, 'failed_rows': 1, 'failure_rate': 0.2, 'status': 'FAIL', 'severity': 'MEDIUM', 'details': [{'dataset_name': 'orders', 'check_type': 'range_check', 'column_name': 'order_date', 'row_identifier': 'order_id=4', 'bad_value': '2026-02-05 21:53:07.299981', 'reason': 'order_date failed range rule: date must be valid and cannot be in the future.', 'sample_row': "{'order_id': '4', 'customer_id': '3', 'order_date': '2026-02-05 21:53:07.299981', 'amount': '75.0', 'status': 'pending'}"}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'categorical_check', 'column': 'status', 'rule': "allowed_values:['pending', 'processing', 'shipped', 'delivered', 'cancelled', 'refunded']", 'total_rows': 5, 'failed_rows': 1, 'failure_rate': 0.2, 'status': 'FAIL', 'severity': 'MEDIUM', 'details': [{'dataset_name': 'orders', 'check_type': 'categorical_check', 'column_name': 'status', 'row_identifier': 'order_id=5', 'bad_value': 'unknown_status', 'reason': "status must be one of: ['pending', 'processing', 'shipped', 'delivered', 'cancelled', 'refunded'].", 'sample_row': "{'order_id': '5', 'customer_id': '1', 'order_date': '2026-07-04 21:53:07.299981', 'amount': '-20.0', 'status': 'unknown_status'}"}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'freshness_check', 'column': 'order_date', 'rule': 'max_delay_days:1', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'referential_integrity_check', 'column': 'customer_id', 'rule': 'customer_id_must_exist_in_customers.customer_id', 'total_rows': 5, 'failed_rows': 1, 'failure_rate': 0.2, 'status': 'FAIL', 'severity': 'CRITICAL', 'details': [{'dataset_name': 'orders', 'check_type': 'referential_integrity_check', 'column_name': 'customer_id', 'row_identifier': 'order_id=3', 'bad_value': '999', 'reason': 'customer_id must exist in customers.customer_id.', 'sample_row': "{'order_id': '3', 'customer_id': '999', 'order_date': '2026-07-04 21:53:07.299981', 'amount': '100.0', 'status': 'shipped'}"}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'z_score_anomaly_check', 'column': 'order_id', 'rule': 'abs_z_score_gt:3.0', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'z_score_anomaly_check', 'column': 'customer_id', 'rule': 'abs_z_score_gt:3.0', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'z_score_anomaly_check', 'column': 'amount', 'rule': 'abs_z_score_gt:3.0', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'data_drift_check', 'column': 'order_id', 'rule': 'mean_change_percent_gt:20.0', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'SKIPPED', 'severity': 'LOW', 'details': [{'dataset_name': 'orders', 'check_type': 'data_drift_check', 'column_name': 'order_id', 'row_identifier': 'table_level', 'bad_value': 'NULL', 'reason': 'No historical mean found for this column.', 'sample_row': '{}'}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'data_drift_check', 'column': 'customer_id', 'rule': 'mean_change_percent_gt:20.0', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'SKIPPED', 'severity': 'LOW', 'details': [{'dataset_name': 'orders', 'check_type': 'data_drift_check', 'column_name': 'customer_id', 'row_identifier': 'table_level', 'bad_value': 'NULL', 'reason': 'No historical mean found for this column.', 'sample_row': '{}'}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'orders', 'check_type': 'data_drift_check', 'column': 'amount', 'rule': 'mean_change_percent_gt:20.0', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'SKIPPED', 'severity': 'LOW', 'details': [{'dataset_name': 'orders', 'check_type': 'data_drift_check', 'column_name': 'amount', 'row_identifier': 'table_level', 'bad_value': 'NULL', 'reason': 'No historical mean found for this column.', 'sample_row': '{}'}]}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'required_column_check', 'column': 'product_id', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'required_column_check', 'column': 'product_name', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'required_column_check', 'column': 'price', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'required_column_check', 'column': 'stock', 'rule': 'column_must_exist', 'total_rows': 1, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'not_null_check', 'column': 'product_id', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'not_null_check', 'column': 'product_name', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'not_null_check', 'column': 'price', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'not_null_check', 'column': 'stock', 'rule': 'not_null', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'unique_check', 'column': 'product_id', 'rule': 'unique', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
2026-02-05 00:07:33 | DEBUG | automated_data_quality_monitoring.__main__ | Data quality check result: {'dataset_name': 'products', 'check_type': 'format_check', 'column': 'product_name', 'rule': 'alphanumeric_with_spaces_and_hyphens', 'total_rows': 5, 'failed_rows': 0, 'failure_rate': 0.0, 'status': 'PASS', 'severity': 'NONE', 'details': []}
